"ID1","AB_Flow_PCE","BA_Flow_PCE","Tot_Flow_PCE","AB_Time","BA_Time","Max_Time","AB_VOC","BA_VOC","Max_VOC","AB_VKmT","BA_VKmT","Tot_VKmT","AB_VHT","BA_VHT","Tot_VHT","AB_Speed","BA_Speed","AB_VDF","BA_VDF","Max_VDF","AB_Flow_OD_Number","BA_Flow_OD_Number","AB_Flow","BA_Flow","Tot_Flow"
21194,0.0000,0.0000,0.0000,0.878445,0.878445,0.878445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.878445,0.878445,0.878445,0.0000,0.0000,0.0000,0.0000,0.0000
21196,0.0000,0.0000,0.0000,0.404193,0.404193,0.404193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.404193,0.404193,0.404193,0.0000,0.0000,0.0000,0.0000,0.0000
21198,0.0000,0.0000,0.0000,0.394053,0.394053,0.394053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.394053,0.394053,0.394053,0.0000,0.0000,0.0000,0.0000,0.0000
21200,0.0000,0.0000,0.0000,0.168561,0.168561,0.168561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.168561,0.168561,0.168561,0.0000,0.0000,0.0000,0.0000,0.0000
21202,0.0000,0.0000,0.0000,0.507882,0.507882,0.507882,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.507882,0.507882,0.507882,0.0000,0.0000,0.0000,0.0000,0.0000
21204,0.0000,57.0000,57.0000,0.710538,0.710584,0.710584,0.0000,0.000570006,0.000570006,0.0000,13.5002,13.5002,0.0000,0.675054,0.675054,20.0000,19.9987,0.710538,0.710584,0.710584,0.0000,57.0000,0.0000,57.0000,57.0000
21206,0.0000,0.0000,0.0000,0.361839,0.361839,0.361839,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.361839,0.361839,0.361839,0.0000,0.0000,0.0000,0.0000,0.0000
21208,0.0000,0.0000,0.0000,1.601,1.601,1.601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.601,1.601,1.601,0.0000,0.0000,0.0000,0.0000,0.0000
21210,0.0000,0.0000,0.0000,1.36051,1.36051,1.36051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.36051,1.36051,1.36051,0.0000,0.0000,0.0000,0.0000,0.0000
21212,0.0000,0.0000,0.0000,1.40687,1.40687,1.40687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.40687,1.40687,1.40687,0.0000,0.0000,0.0000,0.0000,0.0000
21214,0.0000,202.8000,202.8000,0.975945,0.976231,0.976231,0.0000,0.00202802,0.00202802,0.0000,65.9739,65.9739,0.0000,3.29966,3.29966,20.0000,19.9941,0.975945,0.976231,0.976231,0.0000,202.8000,0.0000,202.8000,202.8000
21216,0.0000,0.0000,0.0000,1.50773,1.50773,1.50773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.50773,1.50773,1.50773,0.0000,0.0000,0.0000,0.0000,0.0000
21218,620.2650,0.0000,620.2650,0.886257,0.885264,0.886257,0.00620271,0.0000,0.00620271,183.0328,0.0000,183.0328,9.16191,0.0000,9.16191,19.9776,20.0000,0.886257,0.885264,0.886257,620.2650,0.0000,620.2650,0.0000,620.2650
21220,0.0000,0.0000,0.0000,1.28306,1.28306,1.28306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.28306,1.28306,1.28306,0.0000,0.0000,0.0000,0.0000,0.0000
21222,0.0000,0.0000,0.0000,1.18333,1.18333,1.18333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.18333,1.18333,1.18333,0.0000,0.0000,0.0000,0.0000,0.0000
21224,0.0000,0.0000,0.0000,1.4201,1.4201,1.4201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.4201,1.4201,1.4201,0.0000,0.0000,0.0000,0.0000,0.0000
21226,0.0000,0.0000,0.0000,1.20308,1.20308,1.20308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.20308,1.20308,1.20308,0.0000,0.0000,0.0000,0.0000,0.0000
21228,0.0000,0.0000,0.0000,0.964545,0.964545,0.964545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.964545,0.964545,0.964545,0.0000,0.0000,0.0000,0.0000,0.0000
21230,0.0000,0.0000,0.0000,1.73372,1.73372,1.73372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.73372,1.73372,1.73372,0.0000,0.0000,0.0000,0.0000,0.0000
21232,55.8000,0.0000,55.8000,1.00023,1.00016,1.00023,0.000558006,0.0000,0.000558006,18.6031,0.0000,18.6031,0.930211,0.0000,0.930211,19.9988,20.0000,1.00023,1.00016,1.00023,55.8000,0.0000,55.8000,0.0000,55.8000
21234,131.4427,37.2000,168.6427,1.61827,1.61805,1.61827,0.00131444,0.000372004,0.00131444,70.8907,20.0630,90.9537,3.54515,1.00319,4.54834,19.9965,19.9992,1.61827,1.61805,1.61827,131.4427,37.2000,131.4427,37.2000,168.6427
21236,0.0000,0.0000,0.0000,1.22935,1.22935,1.22935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.22935,1.22935,1.22935,0.0000,0.0000,0.0000,0.0000,0.0000
21238,0.0000,0.0000,0.0000,0.834291,0.834291,0.834291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.834291,0.834291,0.834291,0.0000,0.0000,0.0000,0.0000,0.0000
21240,0.0000,0.0000,0.0000,0.775341,0.775341,0.775341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.775341,0.775341,0.775341,0.0000,0.0000,0.0000,0.0000,0.0000
21242,0.0000,0.0000,0.0000,0.800205,0.800205,0.800205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.800205,0.800205,0.800205,0.0000,0.0000,0.0000,0.0000,0.0000
21244,0.0000,0.0000,0.0000,0.752349,0.752349,0.752349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.752349,0.752349,0.752349,0.0000,0.0000,0.0000,0.0000,0.0000
21246,0.0000,0.0000,0.0000,0.912441,0.912441,0.912441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.912441,0.912441,0.912441,0.0000,0.0000,0.0000,0.0000,0.0000
21248,0.0000,0.0000,0.0000,0.699048,0.699048,0.699048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.699048,0.699048,0.699048,0.0000,0.0000,0.0000,0.0000,0.0000
21250,81.6000,0.0000,81.6000,0.572534,0.572478,0.572534,0.000816008,0.0000,0.000816008,15.5714,0.0000,15.5714,0.778647,0.0000,0.778647,19.9980,20.0000,0.572534,0.572478,0.572534,81.6000,0.0000,81.6000,0.0000,81.6000
21252,0.0000,0.0000,0.0000,1.25314,1.25314,1.25314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.25314,1.25314,1.25314,0.0000,0.0000,0.0000,0.0000,0.0000
21254,31.8000,63.6000,95.4000,1.07007,1.07012,1.07012,0.000318003,0.000636006,0.000636006,11.3424,22.6848,34.0273,0.567139,1.13433,1.70146,19.9994,19.9985,1.07007,1.07012,1.07012,31.8000,63.6000,31.8000,63.6000,95.4000
21256,0.0000,0.0000,0.0000,1.33035,1.33035,1.33035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.33035,1.33035,1.33035,0.0000,0.0000,0.0000,0.0000,0.0000
21258,0.0000,0.0000,0.0000,1.39567,1.39567,1.39567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.39567,1.39567,1.39567,0.0000,0.0000,0.0000,0.0000,0.0000
21260,0.0000,0.0000,0.0000,0.524676,0.524676,0.524676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.524676,0.524676,0.524676,0.0000,0.0000,0.0000,0.0000,0.0000
21262,0.0000,0.0000,0.0000,0.589836,0.589836,0.589836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.589836,0.589836,0.589836,0.0000,0.0000,0.0000,0.0000,0.0000
21264,0.0000,0.0000,0.0000,0.39462,0.39462,0.39462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.39462,0.39462,0.39462,0.0000,0.0000,0.0000,0.0000,0.0000
21266,0.0000,0.0000,0.0000,1.08179,1.08179,1.08179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.08179,1.08179,1.08179,0.0000,0.0000,0.0000,0.0000,0.0000
21268,0.0000,0.0000,0.0000,1.05803,1.05803,1.05803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.05803,1.05803,1.05803,0.0000,0.0000,0.0000,0.0000,0.0000
21270,0.0000,326.4000,326.4000,1.29389,1.29456,1.29456,0.0000,0.00326403,0.00326403,0.0000,140.7753,140.7753,0.0000,7.04242,7.04242,20.0000,19.9896,1.29389,1.29456,1.29456,0.0000,326.4000,0.0000,326.4000,326.4000
21272,43.2000,0.0000,43.2000,0.89693,0.896889,0.89693,0.000432004,0.0000,0.000432004,12.9152,0.0000,12.9152,0.64579,0.0000,0.64579,19.9991,20.0000,0.89693,0.896889,0.89693,43.2000,0.0000,43.2000,0.0000,43.2000
21274,0.0000,0.0000,0.0000,0.870528,0.870528,0.870528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.870528,0.870528,0.870528,0.0000,0.0000,0.0000,0.0000,0.0000
21276,0.0000,0.0000,0.0000,0.952557,0.952557,0.952557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.952557,0.952557,0.952557,0.0000,0.0000,0.0000,0.0000,0.0000
21278,0.0000,0.0000,0.0000,1.06075,1.06075,1.06075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.06075,1.06075,1.06075,0.0000,0.0000,0.0000,0.0000,0.0000
21280,0.0000,0.0000,0.0000,1.18723,1.18723,1.18723,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.18723,1.18723,1.18723,0.0000,0.0000,0.0000,0.0000,0.0000
21282,0.0000,0.0000,0.0000,1.53946,1.53946,1.53946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.53946,1.53946,1.53946,0.0000,0.0000,0.0000,0.0000,0.0000
21284,0.0000,0.0000,0.0000,0.172956,0.172956,0.172956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.172956,0.172956,0.172956,0.0000,0.0000,0.0000,0.0000,0.0000
21286,0.0000,0.0000,0.0000,0.625542,0.625542,0.625542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.625542,0.625542,0.625542,0.0000,0.0000,0.0000,0.0000,0.0000
21288,0.0000,0.0000,0.0000,0.629631,0.629631,0.629631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.629631,0.629631,0.629631,0.0000,0.0000,0.0000,0.0000,0.0000
21290,0.0000,0.0000,0.0000,0.149619,0.149619,0.149619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.149619,0.149619,0.149619,0.0000,0.0000,0.0000,0.0000,0.0000
21292,0.0000,0.0000,0.0000,0.354315,0.354315,0.354315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.354315,0.354315,0.354315,0.0000,0.0000,0.0000,0.0000,0.0000
21294,0.0000,0.0000,0.0000,0.550161,0.550161,0.550161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.550161,0.550161,0.550161,0.0000,0.0000,0.0000,0.0000,0.0000
21296,283.8051,0.0000,283.8051,1.424,1.42337,1.424,0.00283808,0.0000,0.00283808,134.6536,0.0000,134.6536,6.73564,0.0000,6.73564,19.9912,20.0000,1.424,1.42337,1.424,283.8051,0.0000,283.8051,0.0000,283.8051
21298,0.0000,0.0000,0.0000,1.40223,1.40223,1.40223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.40223,1.40223,1.40223,0.0000,0.0000,0.0000,0.0000,0.0000
21300,0.0000,0.0000,0.0000,1.40052,1.40052,1.40052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.40052,1.40052,1.40052,0.0000,0.0000,0.0000,0.0000,0.0000
21302,0.0000,0.0000,0.0000,1.14299,1.14299,1.14299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.14299,1.14299,1.14299,0.0000,0.0000,0.0000,0.0000,0.0000
21304,0.0000,0.0000,0.0000,1.43481,1.43481,1.43481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.43481,1.43481,1.43481,0.0000,0.0000,0.0000,0.0000,0.0000
21306,0.0000,0.0000,0.0000,0.789705,0.789705,0.789705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.789705,0.789705,0.789705,0.0000,0.0000,0.0000,0.0000,0.0000
21308,0.0000,0.0000,0.0000,1.0046,1.0046,1.0046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.0046,1.0046,1.0046,0.0000,0.0000,0.0000,0.0000,0.0000
21310,0.0000,0.0000,0.0000,1.27556,1.27556,1.27556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.27556,1.27556,1.27556,0.0000,0.0000,0.0000,0.0000,0.0000
21312,0.0000,0.0000,0.0000,2.09959,2.09959,2.09959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,2.09959,2.09959,2.09959,0.0000,0.0000,0.0000,0.0000,0.0000
21314,0.0000,0.0000,0.0000,2.11617,2.11617,2.11617,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,2.11617,2.11617,2.11617,0.0000,0.0000,0.0000,0.0000,0.0000
21316,12.6000,12.6000,25.2000,1.45615,1.45615,1.45615,0.000126001,0.000126001,0.000126001,6.11578,6.11578,12.2316,0.305792,0.305792,0.611584,19.9998,19.9998,1.45615,1.45615,1.45615,12.6000,12.6000,12.6000,12.6000,25.2000
21318,0.0000,0.0000,0.0000,1.78142,1.78142,1.78142,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.78142,1.78142,1.78142,0.0000,0.0000,0.0000,0.0000,0.0000
21320,0.0000,0.0000,0.0000,1.44872,1.44872,1.44872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.44872,1.44872,1.44872,0.0000,0.0000,0.0000,0.0000,0.0000
21322,0.0000,0.0000,0.0000,0.98934,0.98934,0.98934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.98934,0.98934,0.98934,0.0000,0.0000,0.0000,0.0000,0.0000
21324,0.0000,0.0000,0.0000,1.18274,1.18274,1.18274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.18274,1.18274,1.18274,0.0000,0.0000,0.0000,0.0000,0.0000
21326,0.0000,0.0000,0.0000,1.22825,1.22825,1.22825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.22825,1.22825,1.22825,0.0000,0.0000,0.0000,0.0000,0.0000
21328,0.0000,0.0000,0.0000,1.24571,1.24571,1.24571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.24571,1.24571,1.24571,0.0000,0.0000,0.0000,0.0000,0.0000
21330,0.0000,0.0000,0.0000,2.04569,2.04569,2.04569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,2.04569,2.04569,2.04569,0.0000,0.0000,0.0000,0.0000,0.0000
21332,0.0000,0.0000,0.0000,2.11524,2.11524,2.11524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,2.11524,2.11524,2.11524,0.0000,0.0000,0.0000,0.0000,0.0000
21334,0.0000,0.0000,0.0000,1.14666,1.14666,1.14666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.14666,1.14666,1.14666,0.0000,0.0000,0.0000,0.0000,0.0000
21336,0.0000,0.0000,0.0000,0.635271,0.635271,0.635271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.635271,0.635271,0.635271,0.0000,0.0000,0.0000,0.0000,0.0000
21338,0.0000,0.0000,0.0000,0.639216,0.639216,0.639216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.639216,0.639216,0.639216,0.0000,0.0000,0.0000,0.0000,0.0000
21340,0.0000,0.0000,0.0000,1.02025,1.02025,1.02025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.02025,1.02025,1.02025,0.0000,0.0000,0.0000,0.0000,0.0000
21342,0.0000,0.0000,0.0000,1.17346,1.17346,1.17346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.17346,1.17346,1.17346,0.0000,0.0000,0.0000,0.0000,0.0000
21344,0.0000,0.0000,0.0000,0.943275,0.943275,0.943275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.943275,0.943275,0.943275,0.0000,0.0000,0.0000,0.0000,0.0000
21346,0.0000,0.0000,0.0000,1.48201,1.48201,1.48201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.48201,1.48201,1.48201,0.0000,0.0000,0.0000,0.0000,0.0000
21348,0.0000,0.0000,0.0000,1.41725,1.41725,1.41725,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.41725,1.41725,1.41725,0.0000,0.0000,0.0000,0.0000,0.0000
21350,0.0000,0.0000,0.0000,2.22017,2.22017,2.22017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,2.22017,2.22017,2.22017,0.0000,0.0000,0.0000,0.0000,0.0000
21352,569.4000,0.0000,569.4000,0.767841,0.767064,0.767841,0.00569406,0.0000,0.00569406,145.5888,0.0000,145.5888,7.28681,0.0000,7.28681,19.9798,20.0000,0.767841,0.767064,0.767841,569.4000,0.0000,569.4000,0.0000,569.4000
21354,0.0000,0.0000,0.0000,0.730782,0.730782,0.730782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.730782,0.730782,0.730782,0.0000,0.0000,0.0000,0.0000,0.0000
21356,0.0000,0.0000,0.0000,1.20126,1.20126,1.20126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.20126,1.20126,1.20126,0.0000,0.0000,0.0000,0.0000,0.0000
21358,0.0000,321.0000,321.0000,1.0464,1.04693,1.04693,0.0000,0.00321003,0.00321003,0.0000,111.9645,111.9645,0.0000,5.60107,5.60107,20.0000,19.9898,1.0464,1.04693,1.04693,0.0000,321.0000,0.0000,321.0000,321.0000
21360,0.0000,0.0000,0.0000,0.770661,0.770661,0.770661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.770661,0.770661,0.770661,0.0000,0.0000,0.0000,0.0000,0.0000
21362,0.0000,0.0000,0.0000,0.35826,0.35826,0.35826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.35826,0.35826,0.35826,0.0000,0.0000,0.0000,0.0000,0.0000
21364,0.0000,0.0000,0.0000,1.44444,1.44444,1.44444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.44444,1.44444,1.44444,0.0000,0.0000,0.0000,0.0000,0.0000
21366,0.0000,0.0000,0.0000,0.756717,0.756717,0.756717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.756717,0.756717,0.756717,0.0000,0.0000,0.0000,0.0000,0.0000
21368,0.0000,0.0000,0.0000,0.799395,0.799395,0.799395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.799395,0.799395,0.799395,0.0000,0.0000,0.0000,0.0000,0.0000
21370,0.0000,0.0000,0.0000,0.975543,0.975543,0.975543,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.975543,0.975543,0.975543,0.0000,0.0000,0.0000,0.0000,0.0000
21372,0.0000,0.0000,0.0000,0.84783,0.84783,0.84783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,0.84783,0.84783,0.84783,0.0000,0.0000,0.0000,0.0000,0.0000
21374,0.0000,0.0000,0.0000,1.8312,1.8312,1.8312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.8312,1.8312,1.8312,0.0000,0.0000,0.0000,0.0000,0.0000
21376,0.0000,0.0000,0.0000,1.84031,1.84031,1.84031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.84031,1.84031,1.84031,0.0000,0.0000,0.0000,0.0000,0.0000
21378,0.0000,0.0000,0.0000,1.80198,1.80198,1.80198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.80198,1.80198,1.80198,0.0000,0.0000,0.0000,0.0000,0.0000
21380,0.0000,0.0000,0.0000,1.95205,1.95205,1.95205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.95205,1.95205,1.95205,0.0000,0.0000,0.0000,0.0000,0.0000
21382,0.0000,0.0000,0.0000,1.67098,1.67098,1.67098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.67098,1.67098,1.67098,0.0000,0.0000,0.0000,0.0000,0.0000
21384,36.6000,0.0000,36.6000,1.78422,1.78415,1.78422,0.000366004,0.0000,0.000366004,21.7666,0.0000,21.7666,1.08837,0.0000,1.08837,19.9992,20.0000,1.78422,1.78415,1.78422,36.6000,0.0000,36.6000,0.0000,36.6000
21386,0.0000,0.0000,0.0000,1.65043,1.65043,1.65043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.65043,1.65043,1.65043,0.0000,0.0000,0.0000,0.0000,0.0000
21388,0.0000,0.0000,0.0000,1.75037,1.75037,1.75037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.75037,1.75037,1.75037,0.0000,0.0000,0.0000,0.0000,0.0000
21390,0.0000,0.0000,0.0000,1.3532,1.3532,1.3532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.3532,1.3532,1.3532,0.0000,0.0000,0.0000,0.0000,0.0000
21392,0.0000,0.0000,0.0000,1.27804,1.27804,1.27804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.27804,1.27804,1.27804,0.0000,0.0000,0.0000,0.0000,0.0000
21394,0.0000,28.2000,28.2000,1.45724,1.45728,1.45728,0.0000,0.000282003,0.000282003,0.0000,13.6981,13.6981,0.0000,0.684924,0.684924,20.0000,19.9994,1.45724,1.45728,1.45728,0.0000,28.2000,0.0000,28.2000,28.2000
21396,27.6000,277.8000,305.4000,1.29568,1.2962,1.2962,0.000276003,0.00277803,0.00277803,11.9199,119.9768,131.8968,0.596013,6.00141,6.59742,19.9995,19.9914,1.29568,1.2962,1.2962,27.6000,277.8000,27.6000,277.8000,305.4000
21398,0.0000,0.0000,0.0000,1.38676,1.38676,1.38676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.38676,1.38676,1.38676,0.0000,0.0000,0.0000,0.0000,0.0000
21400,0.0000,0.0000,0.0000,1.3417,1.3417,1.3417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.3417,1.3417,1.3417,0.0000,0.0000,0.0000,0.0000,0.0000
21402,0.0000,0.0000,0.0000,1.4551,1.4551,1.4551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.4551,1.4551,1.4551,0.0000,0.0000,0.0000,0.0000,0.0000
21404,0.0000,0.0000,0.0000,1.51867,1.51867,1.51867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,1.51867,1.51867,1.51867,0.0000,0.0000,0.0000,0.0000,0.0000
21406,0.0000,0.0000,0.0000,2.20555,2.20555,2.20555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,20.0000,2.20555,2.20555,2.20555,0.0000,0.0000,0.0000,0.0000,0.0000
